Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Лазаренко,Борислав,Антонович,Чоловік,1993-12-22,Психолог,село Лубни,"парк Луценка Івана, буд. 4, Кодима, 45384",629 77 48,vakarchukedyta@gmail.com
Стельмах,Галина,Петрівна,Жінка,1947-05-27,Електрослюсар,село Харків,"провулок Сливовий, буд. 351, Селидове, 39107",407 89 78,banduraaaron@ukr.net
Гупало,Амалія,Андріївна,Жінка,1989-08-28,Кухар,село Путивль,"провулок Пшенична, буд. 275, Чистякове, 04847",046 855 34 16,akhorishko@gmail.com
Дерегус,Аркадій,Олегович,Чоловік,1992-07-27,Електромонтажник,місто Красилів,"узвіз Солонцюватий, буд. 887 кв. 4, Богодухів, 36454",+380 (06) 488-10-17,zskyba@ukr.net
Шевченко,Ярослав,Олегович,Чоловік,1949-12-07,Географ,селище Миколаїв,"проспект Проїзний 3-й, буд. 397 кв. 4, Дебальцеве, 20202",028 940-92-16,tsachenko@ukr.net
Якимчук,Роксолана,Олександрівна,Жінка,1987-04-08,Астроном,місто Буча,"парк Олександра Ройтбурда, буд. 029, Пирятин, 73283",053 716 10 75,dan07@gmail.com
Абраменко,Алевтин,Ярославович,Чоловік,2007-05-09,Гірничий інженер,селище Семенівка,"вулиця Матюшенка, буд. 6, Донецьк, 32968",+380 24 002 40 93,tsarenkoazar@gmail.com
Чаленко,Андрій,Антонович,Чоловік,1972-04-08,Менеджер,місто Моршин,"проспект Заможна, буд. 343 кв. 205, Благовіщенське, 67676",+380 63 810-48-31,amvrosiivatamaniuk@gmail.com
Токар,Марко,Сергійович,Чоловік,1986-01-13,Мірошник,село Мар'їнка,"сквер Каберне, буд. 1, Берестечко, 28653",768-34-13,kradchenko@ukr.net
Баранник,Сніжана,Григорівна,Жінка,2007-09-13,Флорист,місто Борислав,"узвіз Флотський 2-й, буд. 5, Новоград-Волинський, 84038",+380 15 167 53 97,myron26@gmail.com
Наливайко,Алла,Максимівна,Жінка,1944-10-19,Сантехнік,місто Новоукраїнка,"сквер Лінія 53-тя, буд. 90, Тульчин, 11270",466-80-22,anita64@ukr.net
Чумак,Захар,Вікторович,Чоловік,1953-01-14,Електрик,село Гнівань,"набережна Наявний 3-й, буд. 23, Перевальськ, 20002",657 32 05,volodymyrariabovil@gmail.com
Стельмах,Володимира,Вікторівна,Жінка,2000-02-20,Футболіст,місто Залізне,"узвіз Рятувальників, буд. 371, Таврійськ, 90694",+380 47 467-97-17,ikalchenko@ukr.net
Бевзенко,Наталія,Романівна,Жінка,1944-02-27,Професор,місто Білозерське,"набережна Лінія 52-га, буд. 19 кв. 21, Прилуки, 70346",+380 15 867-70-99,teodorshynkarenko@gmail.com
Пелех,Євген,Григорович,Чоловік,2005-09-23,Патологоанатом,селище Бориспіль,"вулиця Могилівська, буд. 33, Світлодарськ, 74574",+380 23 432-10-45,kgzhytskyi@ukr.net
Гайдабура,Марина,Валентинівна,Жінка,1945-07-10,Маркетолог,селище Вінниця,"шосе Велика Арнаутська, буд. 78 кв. 463, Тернопіль, 49349",+380 (16) 771-63-36,solomonzhalilo@ukr.net
Байдак,Єлисей,Тимофійович,Чоловік,2003-09-11,Прокурор,село Родинське,"вулиця Садова 3-тя, буд. 34, Ржищів, 48189",119 41 09,mykytiukkhrystyna@ukr.net
Захарченко,Азар,Михайлович,Чоловік,1994-01-04,Співак,місто Чоп,"шосе Рекордний, буд. 075 кв. 82, Слов'янськ, 24915",089 660 11 28,xdatsiuk@ukr.net
Остапчук,Омелян,Максимович,Чоловік,1993-02-09,Музичний редактор,селище Кагарлик,"проспект Пантелеймонівська, буд. 725 кв. 2, Кремінна, 43704",+380 14 728-00-27,oksana98@ukr.net
Джус,Камілла,Іванівна,Жінка,1952-01-11,Клавішник,місто Павлоград,"проспект Садова 1-ша, буд. 49, Тетіїв, 58575",+380 25 709-16-40,hryhorii05@gmail.com
Ємець,Стефан,Романович,Чоловік,1976-10-03,Професор,місто Гірник,"проспект Сергія Ейзенштейна, буд. 22, Багачеве, 35853",002 238-19-53,uromanchuk@gmail.com
Чала,Віктор,Дмитрович,Чоловік,1992-01-07,Слідчий,селище Приморськ,"вулиця Кобзаря, буд. 03, Тисмениця, 49741",020 508-85-89,heorhii45@gmail.com
Закусило,Ігор,Максимович,Чоловік,1983-11-30,Професор,село Шостка,"узвіз Мельницька, буд. 5 кв. 320, Сквира, 66744",+380 55 736-48-81,iefrem77@gmail.com
Бабʼюк,Аркадій,Олегович,Чоловік,1984-12-20,Астрофізик,селище Жовті Води,"проспект Соляний 1-й, буд. 9 кв. 1, Одеса, 39359",+380 (19) 806-42-72,karpenkovalentyn@ukr.net
Колесниченко,Віолетта,Сергіївна,Жінка,1945-09-26,М'ясник,село Марганець,"вулиця Василя Кандинського 5-й, буд. 745 кв. 51, Генічеськ, 59739",+380 (19) 891-31-40,tetianatkach@gmail.com
Яковенко,Юхим,Володимирович,Чоловік,1960-07-06,Петрограф,село Сокологірськ,"шосе Балтський 4-й, буд. 11 кв. 6, Новий Калинів, 19428",073 138-54-39,klavdiiaholoborodko@ukr.net
Тесленко,Златослава,Ярославівна,Жінка,1960-01-13,Кіноактор,селище Зеленодольськ,"узвіз Кладовищний, буд. 1, Ясинувата, 34317",+380 31 549-46-98,marynachumak@ukr.net
Данчук,Тетяна,Василівна,Жінка,1970-10-05,Астрофізик,село Отаманівка,"вулиця Саксаганського, буд. 9 кв. 0, Багачеве, 20570",+380 98 343-06-44,ereva@ukr.net
Вдовиченко,Богуслава,Григорівна,Жінка,1994-06-23,Дизайнер,селище Бахмач,"парк Палія Семена, буд. 5 кв. 051, Василівка, 24250",+380 (91) 441-46-27,orysia45@ukr.net
Дуплій,Спас,Васильович,Чоловік,1971-10-01,Краєзнавець,селище Хорол,"парк Студентський 5-й, буд. 37 кв. 364, Вилкове, 53935",690 92 95,ukolodub@ukr.net
Вдовиченко,Леонід,Андрійович,Чоловік,1955-01-26,Електрослюсар,місто Прип'ять,"провулок Почаївська, буд. 6 кв. 933, Кагарлик, 18118",+380 (50) 519-90-65,ptovstolis@gmail.com
Щириця,Едуард,Антонович,Чоловік,1972-06-19,Гірник,село Миколаївка,"проспект Лінія 26-та, буд. 59 кв. 365, Кобеляки, 43097",+380 47 135-15-32,jieroshenko@ukr.net
Радченко,Зорян,Максимович,Чоловік,1979-07-05,Електромонтажник,селище Тернопіль,"узвіз Балтська дорога, буд. 2, Олевськ, 90667",056 342 20 02,chaikaandrii@gmail.com
Баранець,Костянтин,Вікторович,Чоловік,1948-04-16,М'ясник,селище Торецьк,"парк Єфімова, буд. 31 кв. 055, Олевськ, 52117",+380 38 596-57-36,maryna73@gmail.com
Свистун,Геннадій,Максимович,Чоловік,1962-04-17,Електромонтер,селище Покровськ,"парк Деревообробний 2-й, буд. 110, Сокиряни, 10997",+380 44 265 83 93,ielysei16@gmail.com
Ільєнко,Варвара,Ігорівна,Жінка,2006-05-19,Перекладач,село Мерефа,"парк Верхня, буд. 8, Богодухів, 12867",+380 71 937 58 00,havrylenkoihnat@ukr.net
Коваленко,Данна,Максимівна,Жінка,1968-08-26,Педагог,місто Євпаторія,"провулок Північна, буд. 919, Узин, 90968",+380 74 894 62 10,iarematymofii@ukr.net
Зінкевич,Роксолана,Іванівна,Жінка,1968-10-10,Ріелтор,селище Миколаїв,"сквер Шостої 2-й, буд. 23, Донецьк, 97526",+380 23 928-97-02,boryslav48@gmail.com
Рудько,Мирон,Володимирович,Чоловік,1997-11-14,Шериф,місто Кам'янка-Дніпровська,"парк Дністровська, буд. 5, Люботин, 14120",+380 41 687-29-66,hryhorii38@ukr.net
Батуринець,Назар,Михайлович,Чоловік,1990-04-01,Слідчий,місто Українськ,"парк Матроський узвіз, буд. 70, Золотоноша, 74933",231 75 47,mykhaliukielysaveta@ukr.net
Мірошниченко,Роман,Валентинович,Чоловік,1948-06-04,Науковець,місто Долинська,"шосе Сєрогодського, буд. 061, Оріхів, 96767",+380 94 466-33-68,hvakhnii@gmail.com
Гупало,Георгій,Андрійович,Чоловік,1963-11-23,Журналіст,село Запоріжжя,"проспект Лінійний, буд. 7 кв. 55, Скалат, 71018",586 41 12,mkadeniuk@gmail.com
Ващенко,Аліна,Петрівна,Жінка,1941-11-29,Громадський діяч,село Рахів,"набережна Садова, буд. 39 кв. 65, Лозова, 11172",873-36-32,havryshkevychliliia@gmail.com
Ємець,Тимофій,Максимович,Чоловік,1964-12-24,Музикознавець,місто Кам'янка-Дніпровська,"парк Деревообробна, буд. 0 кв. 25, Богодухів, 75975",198-55-91,qpiddubnyi@gmail.com
